Account,Compound,Date,Negative,Neutral,Positive,Tweet,Tweets Ago
@CBSNews,0.4767,Thu Sep 27 19:19:57 +0000 2018,0.86,0.0,0.14,"""Think about that fact"": Kavanaugh quotes a letter from an attorney for one of Ford's friends who said she doesn't… https://t.co/7uC3hmdz1V",33
@CBSNews,0.0,Thu Sep 27 19:18:42 +0000 2018,1.0,0.0,0.0,"""Listen to the people I know. Listen to the people who've known me my whole life,"" Brett Kavanaugh says at the open… https://t.co/lCO4C8oBe7",34
@CBSNews,-0.5994,Thu Sep 27 19:15:33 +0000 2018,0.766,0.234,0.0,"Brett Kavanaugh begins his testimony by repeating his denials of Christine Blasey Ford's accusation: ""I denied the… https://t.co/oLYn1i0kQN",35
@CBSNews,0.5574,Thu Sep 27 19:09:49 +0000 2018,0.847,0.0,0.153,It's Brett Kavanaugh's turn now to defend his name. WATCH LIVE on CBSN as the Supreme Court nominee testifies befor… https://t.co/PkTJ8G0XPf,36
@CBSNews,0.0,Thu Sep 27 19:00:13 +0000 2018,1.0,0.0,0.0,"Addressing Dr. Christine Blasey Ford Thursday Sen. Cory Booker says, ""How we deal with survivors who come forward r… https://t.co/uYGJqZoQfU",37
@CBSNews,-0.3612,Thu Sep 27 18:58:58 +0000 2018,0.878,0.122,0.0,"""I didn’t find her allegations to be corroborated against Mr. Kavanaugh,"" Senator Graham says. ""I don’t doubt somet… https://t.co/NWKJBPsRqu",38
@CBSNews,0.0,Thu Sep 27 18:36:31 +0000 2018,1.0,0.0,0.0,"""She can't tell us how she got home or how she got there. And that's the facts I'm left with,"" Senator Lindsey Grah… https://t.co/R2STaGey3d",39
@CBSNews,-0.25,Thu Sep 27 18:32:10 +0000 2018,0.905,0.095,0.0,"Sen. Lindsey Graham questions the calls for an FBI investigation into Kavanaugh accusation: ""The FBI is going to te… https://t.co/eKPN8ODeyn",40
@CBSNews,-0.2263,Thu Sep 27 18:29:49 +0000 2018,0.894,0.106,0.0,President Trump has delayed his much-anticipated meeting with Deputy Attorney General Rod Rosenstein until next wee… https://t.co/q4XDEzcPbx,41
@CBSNews,0.0,Thu Sep 27 18:11:10 +0000 2018,1.0,0.0,0.0,"BREAKING: A body ""believed to be"" 6-year-old Maddox Ritch has been found in Gastonia, North Carolina, according to… https://t.co/wIHcayVyj3",42
@CBSNews,-0.2732,Thu Sep 27 18:05:25 +0000 2018,0.756,0.147,0.098,"""The president admits on tape to assaulting women. He separates children from their parents... he nominates and sta… https://t.co/BC59f5MuWo",43
@CBSNews,0.4019,Thu Sep 27 18:04:33 +0000 2018,0.87,0.0,0.13,"Christine Blasey Ford does not say if anything ""inappropriate"" happened at other parties she and Brett Kavanaugh at… https://t.co/EtcBrqdtvL",44
@CBSNews,0.4404,Thu Sep 27 18:04:31 +0000 2018,0.861,0.0,0.139,"""I don't think he's a Bill Cosby, I think he's a good decent guy"": Sen. Lindsey Graham defended Brett Kavanaugh aga… https://t.co/XNT8KJF0sv",45
@CBSNews,0.0,Thu Sep 27 17:56:18 +0000 2018,1.0,0.0,0.0,"Sen. Cory Booker tells Christine Blasey Ford: ""How we deal with survivors who come forward right now is unacceptabl… https://t.co/K4SxQcPuYI",46
@CBSNews,0.0,Thu Sep 27 17:48:50 +0000 2018,1.0,0.0,0.0,"Blasey Ford's lawyers try to settle questions about who paid for her polygraph test:
""Let me put an end to this mys… https://t.co/C1VxK2XrHg",47
@CBSNews,0.6998,Thu Sep 27 17:44:58 +0000 2018,0.642,0.081,0.277,"""If we agree on nothing else today, I hope on a bipartisan basis, we can agree on how much courage it has taken for… https://t.co/kCqHHR4bWy",48
@CBSNews,-0.6369,Thu Sep 27 17:42:28 +0000 2018,0.609,0.287,0.104,"Christine Blasey Ford denies that she has a ""political motivation"" for coming forward with sexual assault allegatio… https://t.co/GDaUMLEjDP",49
@CBSNews,-0.6908,Thu Sep 27 17:30:01 +0000 2018,0.648,0.271,0.081,"Sen. Dick Durbin: ""Dr. Ford, with what degree of certainty do you believe Brett Kavanaugh assaulted you?""

Christin… https://t.co/iJ1ulZhFA1",50
@CBSNews,-0.1531,Thu Sep 27 17:24:32 +0000 2018,0.65,0.19,0.16,"Christine Blasey Ford says she remembers ""uproarious laughter"" during alleged assault by Brett Kavanaugh… https://t.co/kVUhf0zHdM",51
@CBSNews,-0.25,Thu Sep 27 17:16:20 +0000 2018,0.909,0.091,0.0,Dr. Blasey Ford did not mince words when asked to address the people who believe her accusation against Brett Kavan… https://t.co/MNO9qql29F,52
@CBSNews,-0.0572,Thu Sep 27 17:05:11 +0000 2018,0.95,0.05,0.0,"""I did not want to tell my parents that I, at age 15, was in a house without any parents present, drinking beer wit… https://t.co/EU9Cy9tKMc",53
@CBSNews,-0.34,Thu Sep 27 16:44:49 +0000 2018,0.735,0.167,0.098,"""Dr. Ford, with what degree of certainty do you believe Brett Kavanaugh assaulted you?

""100 percent.""… https://t.co/83Ope7STRg",54
@CBSNews,0.4215,Thu Sep 27 16:41:32 +0000 2018,0.859,0.0,0.141,"""I have found your testimony powerful and credible and I believe you""

Sen. Richard Blumenthal tells Christine Blas… https://t.co/EMTMdahdqt",55
@CBSNews,0.3818,Thu Sep 27 16:36:38 +0000 2018,0.885,0.0,0.115,"Senator Klobuchar to Dr. Blasey Ford: ""Many people are focused today on what you're not able to remember about that… https://t.co/DB8umvtSan",56
@CBSNews,0.3612,Thu Sep 27 16:31:36 +0000 2018,0.889,0.0,0.111,"""For so many years, people swept cases like yours under the rug. They would say, 'What happens inside a house didn'… https://t.co/DgOMP6ATVh",57
@CBSNews,-0.34,Thu Sep 27 16:21:40 +0000 2018,0.882,0.118,0.0,"Who does Sen. Whitehouse blame for the FBI not investigating these Kavanaugh allegations? ""13 men, the president, d… https://t.co/JD94Qoxpxj",58
@CBSNews,0.4939,Thu Sep 27 16:20:02 +0000 2018,0.842,0.0,0.158,"-You were the object of their laughter?
-I was underneath one of them while the two laughed.… https://t.co/pP2SJE97bF",59
@CBSNews,0.0,Thu Sep 27 16:11:03 +0000 2018,1.0,0.0,0.0,"Senator Durbin slams Republicans while addressing Dr. Blasey Ford: ""The fact that you're testifying here today, ter… https://t.co/2XPfXgz4Jb",60
@CBSNews,0.0,Thu Sep 27 16:04:47 +0000 2018,1.0,0.0,0.0,"Senator Leahy: Dr. Ford, I'll just conclude with this: you do remember what happened, do you not?

Dr. Blasey Ford:… https://t.co/rf1sVihBzt",61
@CBSNews,-0.101,Thu Sep 27 16:04:13 +0000 2018,0.938,0.062,0.0,"In one of the most chilling moments on Capitol Hill today, Dr. Blasey Ford alleged that Brett Kavanaugh and his fri… https://t.co/KvzaqBPK4m",62
@CBSNews,0.8555,Thu Sep 27 15:58:13 +0000 2018,0.644,0.0,0.356,"""Bravery is contagious,"" Senator Patrick Leahy praises Dr. Blasey Ford. ""You sharing your story is going to have a… https://t.co/ymjUNOGgcC",63
@CBSNews,0.7169,Thu Sep 27 15:51:28 +0000 2018,0.778,0.0,0.222,"Senator Feinstein: How are you so sure that it was [Kavanaugh]?

Dr. Blasey Ford: The same way that I'm sure that I… https://t.co/Eg2kMVBVSn",64
@CBSNews,-0.34,Thu Sep 27 15:42:56 +0000 2018,0.87,0.13,0.0,"""I struggled academically,"" Dr. Blasey Ford says, describing the lasting impact of Brett Kavanaugh's alleged sexual… https://t.co/nInffKzrq8",65
@CBSNews,0.0,Thu Sep 27 15:37:41 +0000 2018,1.0,0.0,0.0,"Senator Feinstein: Why have you held it to yourself all these years?

Dr. Blasey Ford: I haven't held it all these… https://t.co/wcZBCPBpKH",66
@CBSNews,-0.3182,Thu Sep 27 15:31:35 +0000 2018,0.867,0.133,0.0,"Senator Grassley interrupts prosecutor Rachel Mitchell mid-question, citing 5-minute time limit and saying he needs… https://t.co/ddHUnue6mK",67
@CBSNews,-0.4767,Thu Sep 27 15:26:06 +0000 2018,0.86,0.14,0.0,"Dr. Blasey Ford makes note of a correction in her testimony, saying she used the wrong word when using ""bystander.""… https://t.co/c2UVI8EA82",68
@CBSNews,0.5718,Thu Sep 27 15:24:00 +0000 2018,0.788,0.05,0.162,"Before questioning begins, Senator Grassley asks if Dr. Blasey Ford wants to take a break, but she says, ""I'm OK, I… https://t.co/tyjbQEQ1tx",69
@CBSNews,-0.296,Thu Sep 27 15:20:26 +0000 2018,0.913,0.087,0.0,"""I have been accused of acting out of partisan political motives and those who say that do not know me. I'm an inde… https://t.co/t8XvSof582",70
@CBSNews,-0.7783,Thu Sep 27 15:19:50 +0000 2018,0.746,0.254,0.0,"""My family and I were forced to move out of our home... Apart from the assault, itself, these past couple of weeks… https://t.co/qu0tL47IiU",71
@CBSNews,0.2263,Thu Sep 27 15:17:51 +0000 2018,0.797,0.084,0.12,"RT @CBSEveningNews: Blasey Ford: ""I was calculating daily that the risk benefit for me of coming forward and wondering whether I would just…",72
@CBSNews,0.5994,Thu Sep 27 15:16:45 +0000 2018,0.822,0.0,0.178,"""Persons painted him as a champion of women's rights and empowerment and I believed if I came forward, my single vo… https://t.co/EO5BI7Eo6V",73
@CBSNews,0.0,Thu Sep 27 15:13:16 +0000 2018,1.0,0.0,0.0,"RT @CBSThisMorning: Why have you held it to yourself all these years?  As you look back, can you indicate what the reasons are? 

“Well, I…",74
@CBSNews,0.5859,Thu Sep 27 15:13:06 +0000 2018,0.78,0.0,0.22,"""My hope was that providing the information confidentially would be sufficient to allow the Senate to consider Mr.… https://t.co/sSpeCnetxq",75
@CBSNews,0.0,Thu Sep 27 15:10:04 +0000 2018,1.0,0.0,0.0,"""I called my congressional representative and let her receptionist know that someone on the president's shortlist h… https://t.co/dlDSzgmsJM",76
@CBSNews,0.0,Thu Sep 27 15:03:15 +0000 2018,1.0,0.0,0.0,"""I was too afraid and ashamed."" Dr. Christine Blasey Ford explains why she didn't tell her parents of the sexual as… https://t.co/fTVwIh06U8",77
@CBSNews,0.5574,Thu Sep 27 14:59:38 +0000 2018,0.805,0.0,0.195,"""I remembered being on the street and feeling an enormous sense of relief that I escaped that house and that Brett… https://t.co/u4PJBIJ7ko",78
@CBSNews,0.5095,Thu Sep 27 14:56:08 +0000 2018,0.655,0.113,0.233,"""Both Brett and Mark were drunkenly laughing during the attack. They seemed to be having a very good time,"" Dr. Bla… https://t.co/rlfIGvgQFX",79
@CBSNews,-0.8658,Thu Sep 27 14:55:16 +0000 2018,0.717,0.283,0.0,"""I believed he was going to rape me...This is what terrified me the most and has had the lasting impact on my life,… https://t.co/P7wJ2CDl69",80
@CBSNews,0.0,Thu Sep 27 14:51:17 +0000 2018,1.0,0.0,0.0,"""Brett [Kavanaugh] and Mark [Judge] were visibly drunk... Brett and Mark came into the bedroom and locked the door… https://t.co/gUqFei7LjG",81
@CBSNews,0.1695,Thu Sep 27 14:48:04 +0000 2018,0.926,0.0,0.074,"""The details about that night that bring me here today are the ones I will never forget. They have been seared into… https://t.co/Bcf50FIBC9",82
@CBSNews,0.0,Thu Sep 27 14:43:38 +0000 2018,1.0,0.0,0.0,"Dr. Christine Blasey Ford explains she's not testifying because she wants to, but because ""it's her civic duty.""… https://t.co/m6wLePBE4W",83
@CBSNews,0.0772,Thu Sep 27 14:38:27 +0000 2018,0.944,0.0,0.056,"""This is not a trial of Dr. Ford, it's a job interview for judge Kavanaugh. Is Brett Kavanaugh who we want on the m… https://t.co/bsOGe8826D",84
@CBSNews,-0.7783,Thu Sep 27 14:33:32 +0000 2018,0.736,0.264,0.0,"""Too often, women's memories and credibility come under assault. In essence, they are put on trial and forced to de… https://t.co/8oWPW4NVh2",85
@CBSNews,0.0,Thu Sep 27 14:27:34 +0000 2018,1.0,0.0,0.0,"Sen. Feinstein to Dr. Ford: Before you get to your testimony and the chairman chose not to do this, I think it's im… https://t.co/wH61pTsPuQ",86
@CBSNews,0.0,Thu Sep 27 14:21:52 +0000 2018,1.0,0.0,0.0,"Senator Grassley quotes then-Senator Joe Biden during Anita Hill hearings, saying the ""FBI explicitly does not, in… https://t.co/hUVU4Vt1Yd",87
@CBSNews,-0.7717,Thu Sep 27 14:12:35 +0000 2018,0.705,0.295,0.0,"""[Christine Blasey Ford and Brett Kavanaugh] and their families have received violent threats. What they have endur… https://t.co/BSh8dr6BZV",88
@CBSNews,0.0,Thu Sep 27 14:09:37 +0000 2018,1.0,0.0,0.0,"Senator Chuck Grassley, Senate Judiciary Committee chairman, gives opening statement before testimonies from Dr. Ch… https://t.co/dDo9j69wYJ",89
@CBSNews,0.0,Thu Sep 27 14:06:32 +0000 2018,1.0,0.0,0.0,NOW: Dr. Blasey Ford arrives to testify before the Senate Judiciary Committee. Watch the hearing on CBS News:… https://t.co/91qXPStDgT,90
@CBSNews,0.0,Thu Sep 27 14:03:03 +0000 2018,1.0,0.0,0.0,"Rachel Mitchell, prosecutor hired by Senate Republicans to question Kavanaugh accuser Dr. Blasey Ford, arrives in t… https://t.co/brtxL5lHm9",91
@CBSNews,0.4404,Thu Sep 27 13:40:33 +0000 2018,0.861,0.0,0.139,"RT @CBSThisMorning: “I don’t think he’s a Bill Cosby. I think he’s a good, decent guy.”  -- @LindseyGrahamSC on Brett Kavanaugh https://t.c…",92
@CBSNews,-0.25,Thu Sep 27 13:31:58 +0000 2018,0.909,0.091,0.0,"RT @CBSThisMorning: ""Here's what I'm looking for from [Dr.] Ford: I think the accusation #3 is complete garbage. I think the anonymous accu…",93
@CBSNews,-0.5106,Thu Sep 27 13:24:55 +0000 2018,0.852,0.148,0.0,"Sen. Dick Durbin says it's ""naive"" to believe that ""politics are not part of the equation"" after a sex-crimes prose… https://t.co/W9Qb0QpPhx",94
@CBSNews,0.0,Thu Sep 27 13:10:51 +0000 2018,1.0,0.0,0.0,CBS News and CBSN are planning gavel-to-gavel coverage Thursday of the Senate Judiciary Committee hearings for Judg… https://t.co/1EFCC8UIPv,95
@CBSNews,0.0,Thu Sep 27 12:54:37 +0000 2018,1.0,0.0,0.0,"Embattled Venezuelan President Nicolas Maduro showed up unexpectedly at the U.N. General Assembly to ""defend his co… https://t.co/zayBSgEAcw",96
@CBSNews,0.0,Thu Sep 27 12:53:31 +0000 2018,1.0,0.0,0.0,RT @CBSThisMorning: NEW: Christine Blasey Ford’s husband will not be in attendance at today's hearings but is with the couple’s children in…,97
@CBSNews,-0.296,Thu Sep 27 12:40:46 +0000 2018,0.885,0.115,0.0,911 caller doesn't believe 6-year-old boy with autism was ever at park where he went missing https://t.co/dGjPkp0gQJ https://t.co/3kMYpTBWC2,98
@CBSNews,0.0,Thu Sep 27 12:35:56 +0000 2018,1.0,0.0,0.0,"RT @NorahODonnell: Are mentions of drinking and women in #Kavanaugh’s yearbook relevant? -@NorahODonnell

""We’re talking about an incident…",99
@CBSNews,-0.2411,Thu Sep 27 12:35:56 +0000 2018,0.918,0.082,0.0,"RT @CBSThisMorning: A new poll finds 42% of Americans are not sure who to believe, ahead of this morning’s testimony by Judge Brett Kavanau…",100
@CNN,0.0,Thu Sep 27 21:30:41 +0000 2018,1.0,0.0,0.0,"With Christine Blasey Ford, Republicans indicted themselves | By Frida Ghitis via @CNNOpinion… https://t.co/YxYFpCdp5I",1
@CNN,0.0,Thu Sep 27 21:27:07 +0000 2018,1.0,0.0,0.0,The moments that defined Christine Blasey Ford's dramatic testimony https://t.co/Fzx8bvTl4J https://t.co/lrARm7TuVJ,2
@CNN,0.1779,Thu Sep 27 21:19:20 +0000 2018,0.634,0.19,0.176,GOP Sen. Lindsey Graham harshly criticized Democratic colleagues during questioning of Supreme Court nominee Brett… https://t.co/AEeU2RCmz0,3
@CNN,0.0,Thu Sep 27 21:16:20 +0000 2018,1.0,0.0,0.0,"The remains must still be identified by the medical examiner's office, but authorities indicated they believe they… https://t.co/SFXCtw9gBW",4
@CNN,-0.296,Thu Sep 27 21:13:56 +0000 2018,0.896,0.104,0.0,"The six-day search for Maddox Ritch, the 6-year-old boy with autism who went missing at a North Carolina park, ende… https://t.co/lr1aub5KPO",5
@CNN,0.8442,Thu Sep 27 21:04:51 +0000 2018,0.627,0.0,0.373,“I welcome whatever the committee wants to do because I'm telling the truth. ... I'm innocent. I’m innocent of this… https://t.co/x8V2oRC1QO,6
@CNN,0.3818,Thu Sep 27 20:53:42 +0000 2018,0.741,0.093,0.167,Supreme Court nominee Brett Kavanaugh closes his opening statement with a denial of the accusation from Christine B… https://t.co/pLBlP0gQHZ,7
@CNN,0.1531,Thu Sep 27 20:49:35 +0000 2018,0.932,0.0,0.068,"RT @CNNPolitics: Brett Kavanaugh gets emotional as he explains why he keeps calendars: ""I've kept such calendars, diaries for the last 38 y…",8
@CNN,0.5574,Thu Sep 27 20:47:28 +0000 2018,0.816,0.0,0.184,"""This confirmation process has become a national disgrace,"" Supreme Court nominee Brett Kavanaugh says as he testif… https://t.co/Ilg3XyJ88H",9
@CNN,0.7189,Thu Sep 27 20:43:14 +0000 2018,0.727,0.0,0.273,"Supreme Court nominee Brett Kavanaugh: ""I will not be intimidated into withdrawing from this process. You've tried… https://t.co/oln99yS1r5",10
@CNN,0.5574,Thu Sep 27 20:29:29 +0000 2018,0.825,0.0,0.175,"Supreme Court nominee Brett Kavanaugh testifies before the Senate Judiciary Committee: ""My family and my name have… https://t.co/IQuS9tVJAE",11
@CNN,-0.4588,Thu Sep 27 19:59:17 +0000 2018,0.56,0.284,0.155,"Supreme Court nominee Brett Kavanaugh denies sexual assault allegations, saying that ""this confirmation process has… https://t.co/bJQLd9qvMt",12
@CNN,-0.5859,Thu Sep 27 19:50:19 +0000 2018,0.826,0.174,0.0,Many listening to Christine Blasey Ford recount her story and allegations of sexual assault may find the testimony… https://t.co/JxqnTvFc98,13
@CNN,0.7184,Thu Sep 27 19:30:09 +0000 2018,0.778,0.0,0.222,"RT @CNNnewsroom: ""It's not who I am. It is not who I was. I am innocent of this charge.”

President Trump’s Supreme Court nominee Brett Kav…",14
@CNN,0.7184,Thu Sep 27 19:28:54 +0000 2018,0.684,0.0,0.316,Supreme Court nominee Brett Kavanaugh is sworn in and giving his open statement https://t.co/btu7jRhCKF https://t.co/3pbhDTW9X4,15
@CNN,0.5574,Thu Sep 27 19:14:38 +0000 2018,0.816,0.0,0.184,"Supreme Court nominee Brett Kavanaugh is testifying before the Senate Judiciary Committee. Christine Blasey Ford, w… https://t.co/mlpWtxeVyS",16
@CNN,0.0,Thu Sep 27 19:07:59 +0000 2018,1.0,0.0,0.0,"Watch CNN's continued coverage of today’s Kavanaugh-Ford hearing at https://t.co/9eyGMgsaH6 on your desktop, smartp… https://t.co/iJrFITZtEi",17
@CNN,-0.8123,Thu Sep 27 19:01:47 +0000 2018,0.694,0.306,0.0,"""It's not great. ... But we're stuck with it."" Sen. John Cornyn expressed some frustration with the format of the S… https://t.co/0rgFARFX33",18
@CNN,0.0,Thu Sep 27 18:50:26 +0000 2018,1.0,0.0,0.0,"Republicans look on as Rachel Mitchell, a Republican prosecutor from Arizona, questions Christine Blasey Ford on th… https://t.co/a7qbB3YHV0",19
@CNN,0.0,Thu Sep 27 18:46:39 +0000 2018,1.0,0.0,0.0,The White House says President Trump's meeting with Deputy Attorney General Rod Rosenstein has been postponed… https://t.co/yZw5WRCNqz,20
@CNN,0.0,Thu Sep 27 18:40:23 +0000 2018,1.0,0.0,0.0,"RT @CNNPolitics: GOP Sen. Lindsey Graham: “All I can say, is that we are 40 something days away from the elections and their goal, not Mrs.…",21
@CNN,0.0,Thu Sep 27 18:39:43 +0000 2018,1.0,0.0,0.0,How Fox News is covering Christine Blasey Ford's testimony https://t.co/d0UDCa2BOp https://t.co/aK0BYaDB1O,22
@CNN,0.6681,Thu Sep 27 18:14:06 +0000 2018,0.733,0.047,0.22,Sen. Kamala Harris to Christine Blasey Ford: “You are not on trial… I want to thank you for your courage and I want… https://t.co/7kUKndhOTm,23
@CNN,0.3182,Thu Sep 27 18:01:56 +0000 2018,0.606,0.147,0.247,"Christine Blasey Ford says she is ""100 percent"" certain Supreme Court nominee Brett Kavanaugh assaulted her… https://t.co/fBKNcrsWik",24
@CNN,0.0,Thu Sep 27 17:48:18 +0000 2018,1.0,0.0,0.0,"RT @CNNPolitics: GOP Sen. Lindsey Graham: “What happened to her, I don’t know. Why don’t you believe (Kavanaugh)? What is it about him you…",25
@CNN,0.7003,Thu Sep 27 17:40:11 +0000 2018,0.633,0.0,0.367,"Republican senator on Kavanaugh accuser: 'She's an attractive, good witness' https://t.co/lL2Uu5zKgy https://t.co/1ZV48btQnQ",26
@CNN,0.0,Thu Sep 27 17:30:10 +0000 2018,1.0,0.0,0.0,Takeaways from the Brett Kavanaugh-Christine Blasey Ford hearings | Analysis by @CillizzaCNN https://t.co/FbX4U4SuQO https://t.co/0L1yCqbAlF,27
@CNN,0.0,Thu Sep 27 17:10:09 +0000 2018,1.0,0.0,0.0,One Republican senator who went up to say something to Christine Blasey Ford as a break began was Nebraska Republic… https://t.co/ZG2kiSxpZz,28
@CNN,0.0,Thu Sep 27 17:05:06 +0000 2018,1.0,0.0,0.0,"Watch CNN's continued coverage of today’s Kavanaugh-Ford hearing at https://t.co/9eyGMgsaH6 on your desktop, smartp… https://t.co/wUBclj08LN",29
@CNN,0.3612,Thu Sep 27 17:00:04 +0000 2018,0.848,0.0,0.152,Democratic Sen. Mazie Hirono's re-election campaign apologizes for sending a fundraising email regarding the assaul… https://t.co/lIsbc0AzEe,30
@CNN,0.0,Thu Sep 27 16:50:02 +0000 2018,1.0,0.0,0.0,The White House says the previously announced meeting between President Trump and Deputy Attorney General Rod Rosen… https://t.co/l9tHCvrwRX,31
@CNN,0.0,Thu Sep 27 16:40:19 +0000 2018,1.0,0.0,0.0,"Sen. Amy Klobuchar, a Democrat from Minnesota, asked Christine Ford about the things she remembers about the night… https://t.co/xXqJK2vF86",32
@CNN,0.0,Thu Sep 27 16:30:09 +0000 2018,1.0,0.0,0.0,21 questions Brett Kavanaugh could face today under oath | Analysis by @zbyronwolf and @GregJKrieg… https://t.co/ZM5MexiMpv,33
@CNN,-0.5106,Thu Sep 27 16:20:26 +0000 2018,0.798,0.202,0.0,RT @CNNnewsroom: Sen. Sheldon Whitehouse tells Christine Blasey Ford a lack of FBI investigation into her accusation against Brett Kavanaug…,34
@CNN,0.0,Thu Sep 27 16:20:10 +0000 2018,1.0,0.0,0.0,"Tarana Burke, founder of the #MeToo movement, is in the room watching today's hearing. She's wearing a handmade sti… https://t.co/XXzrpc8vHb",35
@CNN,0.0,Thu Sep 27 16:13:24 +0000 2018,1.0,0.0,0.0,"Across the world, people are watching the Kavanaugh-Ford hearing, and this includes passengers on airplanes. Here's… https://t.co/AjYxaW9MLh",36
@CNN,0.0,Thu Sep 27 16:00:10 +0000 2018,1.0,0.0,0.0,Read Sen. Chuck Grassley's written opening statement for the Kavanaugh and Ford hearing https://t.co/w9fLUkmXpi,37
@CNN,-0.34,Thu Sep 27 15:58:44 +0000 2018,0.652,0.217,0.13,"RT @CNNPhotos: Christine Blasey Ford, who has accused Supreme Court nominee Brett Kavanaugh of sexual assault, is sworn in before testifyin…",38
@CNN,0.0,Thu Sep 27 15:56:53 +0000 2018,1.0,0.0,0.0,"RT @CNNnewsroom: Sen. Kirsten Gillibrand: ""I just don't know how any Republican could vote for Brett Kavanaugh after hearing her""

Follow l…",39
@CNN,-0.2263,Thu Sep 27 15:51:04 +0000 2018,0.888,0.112,0.0,Republican governor says Kavanaugh allegations are 'sickening' and calls on the Senate to postpone vote… https://t.co/NKraQx9t8k,40
@CNN,-0.5106,Thu Sep 27 15:43:59 +0000 2018,0.858,0.142,0.0,Sen. Dick Durbin calls for Mark Judge — the other individual who Christine Blasey Ford claims was in the room durin… https://t.co/m4saQVkI5C,41
@CNN,0.0,Thu Sep 27 15:36:00 +0000 2018,1.0,0.0,0.0,Watch the second part of Christine Blasey Ford’s statement before the Senate Judiciary Committee… https://t.co/3xU1E7lwY3,42
@CNN,-0.6395,Thu Sep 27 15:35:02 +0000 2018,0.784,0.216,0.0,Christine Blasey Ford in her opening statement: “I am here today not because I want to be. I am terrified. I am her… https://t.co/PlIxAyZ40K,43
@CNN,-0.6908,Thu Sep 27 15:32:46 +0000 2018,0.686,0.242,0.072,"RT @CNN: Sen. Dick Durbin: “Dr. Ford: With what degree of certainty do you believe Brett Kavanaugh assaulted you?”

Christine Blasey Ford:…",44
@CNN,-0.6908,Thu Sep 27 15:30:24 +0000 2018,0.648,0.271,0.081,"Sen. Dick Durbin: “Dr. Ford: With what degree of certainty do you believe Brett Kavanaugh assaulted you?”

Christin… https://t.co/QTKRw6iaK8",45
@CNN,-0.5859,Thu Sep 27 15:27:11 +0000 2018,0.826,0.174,0.0,"Christine Blasey Ford testifies on what she remembers most vividly from the alleged assault: ""Indelible in the hipp… https://t.co/QAzAAdCeww",46
@CNN,-0.1779,Thu Sep 27 15:18:59 +0000 2018,0.914,0.086,0.0,"Christine Blasey Ford, her voice shaking, describes the night in the 1980s when she alleges Brett Kavanaugh sexuall… https://t.co/9dR9mAJRfn",47
@CNN,0.7169,Thu Sep 27 15:15:46 +0000 2018,0.794,0.0,0.206,"RT @CNNPolitics: Feinstein: ""How are you so sure that it was (Kavanaugh)?”

Ford: ""The same way that I'm sure that I'm talking to you right…",48
@CNN,0.2263,Thu Sep 27 15:10:53 +0000 2018,0.894,0.0,0.106,A source close to Christine Blasey Ford says she wrote her prepared remarks herself. Read them here: https://t.co/WOjntkmHjE,49
@CNN,0.0,Thu Sep 27 14:50:18 +0000 2018,1.0,0.0,0.0,Senate Judiciary Committee Chairman Chuck Grassley on the FBI reports conducted while vetting Brett Kavanaugh: “Now… https://t.co/FEH942aNna,50
@CNN,0.0,Thu Sep 27 14:40:27 +0000 2018,1.0,0.0,0.0,Sen. Dianne Feinstein: “This is not a trial of Dr. Ford. It’s a job interview for Judge Kavanaugh... Is he the best… https://t.co/mEvp73xYEH,51
