Account,Compound,Date,Negative,Neutral,Positive,Tweet,Tweets Ago
@CNN,0.4019,Thu Sep 27 14:32:01 +0000 2018,0.766,0.081,0.153,Here are a few of the protests and rallies happening around the country during today's hearing with Supreme Court n… https://t.co/DyxQjNYVV8,52
@CNN,-0.0772,Thu Sep 27 14:26:08 +0000 2018,0.739,0.138,0.123,Senate Judiciary Chairman Chuck Grassley apologizes to Brett Kavanaugh and Christine Blasey Ford for threats they’v… https://t.co/RLMNILhUir,53
@CNN,0.0,Thu Sep 27 14:20:10 +0000 2018,1.0,0.0,0.0,"When he does arrive on Capitol Hill, Judge Brett Kavanaugh is planning to watch at least the first portion of Chris… https://t.co/aa70nIfmtZ",54
@CNN,0.0516,Thu Sep 27 14:11:03 +0000 2018,0.805,0.093,0.102,Senate Democrats are not expected to consolidate their time at today's hearing -– meaning no one is giving up their… https://t.co/l2pzPb1M4f,55
@CNN,-0.34,Thu Sep 27 14:06:26 +0000 2018,0.625,0.234,0.141,"Supreme Court nominee Brett Kavanaugh and Christine Blasey Ford, who has accused him of sexual assault, are testify… https://t.co/XlZguy4H8T",56
@CNN,0.4019,Thu Sep 27 14:04:37 +0000 2018,0.881,0.0,0.119,"Pres. Trump and VP Pence phoned Kavanaugh to voice support for him ahead of today's hearing

Trump's message for Ka… https://t.co/3zmwUz1yWe",57
@CNN,0.2263,Thu Sep 27 14:01:34 +0000 2018,0.725,0.0,0.275,Read Brett Kavanaugh's prepared remarks: https://t.co/nx3jHCLrXw,58
@CNN,0.0,Thu Sep 27 14:00:08 +0000 2018,1.0,0.0,0.0,"Here's what Christine Blasey Ford will say in her opening statement: https://t.co/VunSNA1VcJ

Read the full stateme… https://t.co/ZVoPKSxp1V",59
@CNN,0.0,Thu Sep 27 13:55:03 +0000 2018,1.0,0.0,0.0,21 questions Brett Kavanaugh could face today under oath | Analysis by @zbyronwolf and @GregJKrieg… https://t.co/oPH5R0FJnZ,60
@CNN,0.0,Thu Sep 27 13:50:08 +0000 2018,1.0,0.0,0.0,"Watch CNN's full coverage of today’s Kavanaugh-Ford hearing at https://t.co/9eyGMgsaH6 on your desktop, smartphone,… https://t.co/2CPS09PRLB",61
@CNN,-0.5994,Thu Sep 27 13:45:00 +0000 2018,0.849,0.151,0.0,This Texan might be America’s first Filipina in Congress. Gina Ortiz Jones is an LGBTQ Iraq war vet who wants to pr… https://t.co/dkt9oPRtKY,62
@CNN,0.1531,Thu Sep 27 13:39:31 +0000 2018,0.904,0.0,0.096,@taiyo_masuda @GoPro Watch a seal slap a kayaker in the face -- with an octopus: https://t.co/bwsSC3h3Ff (Corrects… https://t.co/Hkhj7fowAz,63
@CNN,0.0,Thu Sep 27 13:30:00 +0000 2018,1.0,0.0,0.0,Amazon's Alexa-enabled microwave can respond to your commands and figure out how long to cook your dinner… https://t.co/zn1Ee0YgVQ,64
@CNN,-0.3182,Thu Sep 27 13:23:18 +0000 2018,0.897,0.103,0.0,RT @AC360: CNN’s Randi Kaye speaks with independent voters on Judge Kavanaugh and the accusations against him ahead of Thursday’s testimony…,65
@CNN,0.0,Thu Sep 27 13:20:09 +0000 2018,1.0,0.0,0.0,"Kavanaugh, Ford set to testify in Senate Judiciary Committee hearing https://t.co/89CaGexjfn https://t.co/sCR2nBmVQT",66
@CNN,-0.6486,Thu Sep 27 13:12:23 +0000 2018,0.699,0.301,0.0,9-year-old girl among nearly 200 dead in Nigeria floods https://t.co/V4qyxOZjQ9 https://t.co/6Bv1QJWgbH,67
@CNN,0.0,Thu Sep 27 13:00:48 +0000 2018,1.0,0.0,0.0,RT @mj_lee: Will be inside the room for Christine Blasey Ford and Brett Kavanaugh hearing today. Here’s Ford’s view this morning: https://t…,68
@CNN,0.0,Thu Sep 27 13:00:12 +0000 2018,1.0,0.0,0.0,"Watch CNN's full coverage of today’s Kavanaugh-Ford hearing at https://t.co/9eyGMgsaH6 on your desktop, smartphone,… https://t.co/lfK4QGebUz",69
@CNN,0.4588,Thu Sep 27 12:50:04 +0000 2018,0.87,0.0,0.13,This custodian has been spreading kindness at Bristol University for more than 11 years so students at the school l… https://t.co/7gHyLzo99e,70
@CNN,-0.6597,Thu Sep 27 12:40:11 +0000 2018,0.82,0.18,0.0,This 2-year-old boy has a rare form of terminal brain cancer. Doctors believe he won't live until Christmas -- so h… https://t.co/ppVTiogLPt,71
@CNN,0.7096,Thu Sep 27 12:30:07 +0000 2018,0.753,0.0,0.247,A day that will resonate in history: As the Supreme Court nominee and his original accuser appear before a Senate p… https://t.co/k3rsc0NLrY,72
@CNN,0.0,Thu Sep 27 12:25:05 +0000 2018,1.0,0.0,0.0,21 questions Brett Kavanaugh could face today under oath | Analysis by @zbyronwolf and @GregJKrieg… https://t.co/M4i0E3NVyC,73
@CNN,0.0,Thu Sep 27 12:20:05 +0000 2018,1.0,0.0,0.0,"When Christine Blasey Ford sits down Thursday morning to testify, she will bring with her the memory of the 1991 he… https://t.co/UoiAgBpLGL",74
@CNN,0.0,Thu Sep 27 12:15:04 +0000 2018,1.0,0.0,0.0,6 things to watch in today's hearing with Brett Kavanaugh and Christine Blasey Ford https://t.co/t8ztbyVo3J https://t.co/fxo0HyOi4a,75
@CNN,0.4215,Thu Sep 27 12:13:14 +0000 2018,0.743,0.0,0.257,"Read Christine Blasey Ford's prepared testimony: https://t.co/eYhLgQkgjH

Read Brett Kavanaugh's prepared remarks: https://t.co/nU8u9OBhSJ",76
@CNN,-0.1779,Thu Sep 27 12:10:00 +0000 2018,0.922,0.078,0.0,A long-lost warship has been discovered off the coast of China after an extensive hunt to track down relics from fr… https://t.co/BdvrPQ60Cl,77
@CNN,-0.3182,Thu Sep 27 12:05:37 +0000 2018,0.881,0.119,0.0,"Julie Swetnick, who went public on Wednesday with her accusations against Brett Kavanaugh, was represented in a sex… https://t.co/9yoj1kAUWN",78
@CNN,-0.4019,Thu Sep 27 12:00:07 +0000 2018,0.828,0.172,0.0,The case Kavanaugh has to make and his slim margin of error https://t.co/fjUCY9DJGx https://t.co/kQgRE2WMNJ,79
@CNN,0.5574,Thu Sep 27 11:50:07 +0000 2018,0.825,0.0,0.175,The prosecutor selected to serve as outside counsel for the Republican-led Senate Judiciary Committee at Supreme Co… https://t.co/zW7fYd5DxG,80
@CNN,0.6808,Thu Sep 27 11:30:01 +0000 2018,0.763,0.0,0.237,"The Federal Reserve raised interest rates for the third time this year, upping the rate that helps determine costs… https://t.co/ajOW0pqd0N",81
@CNN,0.3818,Thu Sep 27 11:20:00 +0000 2018,0.885,0.0,0.115,New Zealand Prime Minister Jacinda Ardern has told CNN she hoped the decision to bring her 3-month-old baby to the… https://t.co/SP4fkbJhyA,82
@CNN,-0.34,Thu Sep 27 11:16:30 +0000 2018,0.806,0.194,0.0,"'Distracted boyfriend' meme is sexist, says Swedish ad watchdog https://t.co/lzC3C51Zdh https://t.co/AAVdI2KP7X",83
@CNN,0.0232,Thu Sep 27 11:10:00 +0000 2018,0.823,0.087,0.09,She could be America’s first black female governor. Stacey Abrams admits she is not like what has come before her i… https://t.co/7BONRdNlQu,84
@CNN,0.0,Thu Sep 27 11:00:12 +0000 2018,1.0,0.0,0.0,"5 things for Thursday:

- Brett Kavanaugh
- China
- North Korea
- Google
- Methamphetamines

https://t.co/K6MlcDt1ZU https://t.co/vg1VycEbWJ",85
@CNN,0.25,Thu Sep 27 10:57:00 +0000 2018,0.9,0.0,0.1,From political refugee to CEO — @PeterGeorgescu lived the American Dream and is now calling on corporate America to… https://t.co/Ga7WaWm1nM,86
@CNN,-0.2023,Thu Sep 27 10:47:00 +0000 2018,0.913,0.087,0.0,Watch a rare gulper eel change its shape right before your eyes -- a unique method it uses to intimidate predators… https://t.co/FVjXTTg679,87
@CNN,-0.6597,Thu Sep 27 10:41:29 +0000 2018,0.804,0.196,0.0,"Two weeks after Hurricane Florence slammed the Carolina coast, killing dozens and flooding rivers and homes, it has… https://t.co/JNLKapJgfp",88
@CNN,0.7096,Thu Sep 27 10:30:13 +0000 2018,0.753,0.0,0.247,A day that will resonate in history: As the Supreme Court nominee and his original accuser appear before a Senate p… https://t.co/x6mY4Eq2ZA,89
@CNN,0.0,Thu Sep 27 10:20:08 +0000 2018,1.0,0.0,0.0,21 questions Brett Kavanaugh could face today under oath | Analysis by @zbyronwolf and @GregJKrieg… https://t.co/R12cWG05q0,90
@CNN,0.0,Thu Sep 27 10:11:48 +0000 2018,1.0,0.0,0.0,6 things to watch in today's hearing with Brett Kavanaugh and Christine Blasey Ford https://t.co/p1LvmZX4Im https://t.co/x5Lhnz3ZtG,91
@CNN,0.1531,Thu Sep 27 10:10:23 +0000 2018,0.909,0.0,0.091,"Watch a seal slap a kayaker in the face -- with an octopus: https://t.co/bwsSC3yEwN

(Video via @taiyo_masuda &amp;… https://t.co/cKJKOnUq3r",92
@CNN,0.0,Thu Sep 27 09:54:20 +0000 2018,1.0,0.0,0.0,Facebook is launching another virtual reality headset that doesn't need a PC to work -- the Oculus Quest VR headset… https://t.co/nAgcJvx5CZ,93
@CNN,0.0,Thu Sep 27 09:35:16 +0000 2018,1.0,0.0,0.0,"Today could be one of those Washington days that defines a political era, @stcollinson writes https://t.co/aol6n8aKER",94
@CNN,-0.6486,Thu Sep 27 09:09:04 +0000 2018,0.782,0.218,0.0,"A man has been arrested at Dublin Airport for trying to chase a plane after he missed his flight, according to Iris… https://t.co/4E0gW1hfeH",95
@CNN,0.891,Thu Sep 27 08:55:07 +0000 2018,0.629,0.0,0.371,"""One of the best in the world."" Eden Hazard scores a stunning late winner as Chelsea beat Liverpool in the Carabao… https://t.co/ay5wUuOTuW",96
@CNN,-0.7717,Thu Sep 27 08:37:58 +0000 2018,0.691,0.309,0.0,"A dog lost part of her skull to cancer, so researchers 3D-printed a plate to replace it https://t.co/1Ni80BLSgg https://t.co/GIeRi8dgPM",97
@CNN,0.0,Thu Sep 27 08:01:02 +0000 2018,1.0,0.0,0.0,"Researchers used a gene editing tool to wipe out a population of malaria-carrying mosquitoes in a lab, raising the… https://t.co/iIc5KjNeaA",98
@CNN,0.0,Thu Sep 27 07:33:37 +0000 2018,1.0,0.0,0.0,Bill Cosby has left behind a luxurious world for his new life behind bars. Here are some of the meals he'll be havi… https://t.co/BFZnnQCVO3,99
@CNN,0.1531,Thu Sep 27 07:31:58 +0000 2018,0.909,0.0,0.091,"Watch a seal slap a kayaker in the face -- with an octopus: https://t.co/o5zJ8GzwTI 

(Video via @taiyo_masuda &amp;… https://t.co/9j7olAZSU7",100
@FoxNews,0.0,Thu Sep 27 21:28:42 +0000 2018,1.0,0.0,0.0,"Judge Brett Kavanaugh testifies in front of the Senate Judiciary Committee on sexual misconduct allegations.

Watch… https://t.co/IUGWFvKiY9",1
@FoxNews,0.0,Thu Sep 27 21:18:16 +0000 2018,1.0,0.0,0.0,".@LindseyGrahamSC to Judge Brett Kavanaugh: ""This is not a job interview. This is hell."" https://t.co/DT8TFa80T1 https://t.co/HZXGsgAEGy",2
@FoxNews,0.4404,Thu Sep 27 21:08:58 +0000 2018,0.868,0.0,0.132,".@JohnCornyn to Judge Kavanaugh: ""Your reputation is on the line. And I hope people understand the gravity of the c… https://t.co/zFp4OBEjPd",3
@FoxNews,0.0,Thu Sep 27 21:03:01 +0000 2018,1.0,0.0,0.0,"Judge Brett Kavanaugh: ""I'm never going to get my reputation back. My life is totally and permanently altered.""… https://t.co/y8Mcz8O8fE",4
@FoxNews,0.0,Thu Sep 27 20:45:22 +0000 2018,1.0,0.0,0.0,".@SenatorDurbin to Judge Kavanaugh: ""I've got a suggestion for you. Right now, turn to your left in the front row t… https://t.co/q0zYMSpGmT",5
@FoxNews,-0.7783,Thu Sep 27 20:37:11 +0000 2018,0.595,0.405,0.0,Kavanaugh chokes up while discussing family's response to sexual assault allegations https://t.co/ieROeusNlB,6
@FoxNews,0.0,Thu Sep 27 20:27:51 +0000 2018,1.0,0.0,0.0,"Judge Brett Kavanaugh testifies in front of the Senate Judiciary Committee on sexual misconduct allegations.

Watch… https://t.co/HY1neANOEZ",7
@FoxNews,-0.872,Thu Sep 27 20:22:40 +0000 2018,0.503,0.497,0.0,"Visibly angry Kavanaugh denies assault allegations, says process has ‘become a national disgrace’ https://t.co/ecmtBhcUi0",8
@FoxNews,0.5413,Thu Sep 27 20:16:46 +0000 2018,0.851,0.0,0.149,".@SenFeinstein: ""If you're very confident of your position, and you appear to be, why aren't you also asking the FB… https://t.co/1ZXnQGPUkn",9
@FoxNews,0.4019,Thu Sep 27 20:15:52 +0000 2018,0.876,0.0,0.124,"Rachel Mitchell: ""Have you ever engaged in sexual behavior with Dr. Ford even if it was consensual?"" 

Judge Brett… https://t.co/BmxX5rNWvj",10
@FoxNews,0.0,Thu Sep 27 20:10:51 +0000 2018,1.0,0.0,0.0,"Judge Brett Kavanaugh: ""If the mere assertion of an allegation, a refuted allegation from 36 years ago, is enough t… https://t.co/iRIowY5gqj",11
@FoxNews,0.0,Thu Sep 27 20:01:08 +0000 2018,1.0,0.0,0.0,.@tracegallagher is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/Sb2cju6RMf https://t.co/izHXszdPM3,12
@FoxNews,-0.6249,Thu Sep 27 20:00:15 +0000 2018,0.806,0.194,0.0,"Judge Brett Kavanaugh: ""Explaining this to our daughters has been about the worst experience of our lives.""… https://t.co/zPmD0k3jDa",13
@FoxNews,0.2023,Thu Sep 27 19:54:01 +0000 2018,0.779,0.094,0.127,"Judge Brett Kavanaugh: ""For me and the girls who I was friends with, that lack of major or rampant sexual activity… https://t.co/UkhtwWKioA",14
@FoxNews,0.0,Thu Sep 27 19:47:58 +0000 2018,1.0,0.0,0.0,"Judge Brett Kavanaugh: ""If every American who drinks beer, or every American who drank beer in high school is sudde… https://t.co/jDJ5Ut2SoK",15
@FoxNews,0.3919,Thu Sep 27 19:44:33 +0000 2018,0.846,0.0,0.154,"Judge Brett Kavanaugh: ""I liked beer. I still like beer, but I did not drink beer to the point of blacking out, and… https://t.co/vtJkhyiA2c",16
@FoxNews,-0.7096,Thu Sep 27 19:40:52 +0000 2018,0.685,0.315,0.0,Kavanaugh tears up at hearing while speaking about his family: 'We mean no ill will' toward accuser… https://t.co/xUsbrFMezG,17
@FoxNews,-0.25,Thu Sep 27 19:31:20 +0000 2018,0.917,0.083,0.0,"Judge Brett Kavanaugh: ""You may defeat me in the final vote, but you'll never get me to quit. Never. I'm here today… https://t.co/6QDXnzRN5L",18
@FoxNews,0.0,Thu Sep 27 19:23:35 +0000 2018,1.0,0.0,0.0,"Judge Brett Kavanaugh: ""This whole two week effort has been a calculated and orchestrated political hit.""… https://t.co/aIJRcimUXw",19
@FoxNews,-0.4939,Thu Sep 27 19:21:40 +0000 2018,0.842,0.158,0.0,"'A national disgrace'

Kavanaugh, at hearing, says his name has been permanently 'destroyed' by false sex-assault a… https://t.co/bxnWDTgKG0",20
@FoxNews,-0.3089,Thu Sep 27 19:19:25 +0000 2018,0.894,0.106,0.0,"Judge Brett Kavanaugh: ""I was not at the party described by Dr. Ford. This confirmation process has become a nation… https://t.co/xbsMet5ANf",21
@FoxNews,-0.4404,Thu Sep 27 19:16:15 +0000 2018,0.838,0.162,0.0,"Judge Brett Kavanaugh: ""I denied the allegation immediately, categorically and unequivocally. All four people alleg… https://t.co/f2RnTHY4wx",22
@FoxNews,0.0,Thu Sep 27 19:13:15 +0000 2018,1.0,0.0,0.0,Judge Brett Kavanaugh is sworn in for his testimony before the Senate Judiciary Committee. https://t.co/JpnY5VDKmf https://t.co/2HHXi42ZhX,23
@FoxNews,0.0,Thu Sep 27 19:08:59 +0000 2018,1.0,0.0,0.0,NOW: Judge Kavanaugh testifies before the Senate Judiciary Committee. https://t.co/JpnY5VDKmf https://t.co/M6VBUpjBkY,24
@FoxNews,0.0,Thu Sep 27 19:08:56 +0000 2018,1.0,0.0,0.0,"Judge Brett Kavanaugh testifies in front of the Senate Judiciary Committee on sexual misconduct allegations.

Watch… https://t.co/Ofdso3cXbg",25
@FoxNews,0.0,Thu Sep 27 19:01:01 +0000 2018,1.0,0.0,0.0,Ford says breaking point to go public came after reporter appeared in her classroom https://t.co/ZQnvyfi7hj,26
@FoxNews,0.128,Thu Sep 27 18:48:47 +0000 2018,0.909,0.0,0.091,"During Kavanaugh hearing, prosecutor addresses Ford feeling of being 'terrified' to testify: 'That's not right' https://t.co/9MPNcDqsP9",27
@FoxNews,0.0,Thu Sep 27 18:43:10 +0000 2018,1.0,0.0,0.0,"Some GOP governors, including Governor @JohnKasich, have called for the Kavanaugh confirmation vote to be delayed.… https://t.co/3UUNwzVEd9",28
@FoxNews,0.34,Thu Sep 27 18:30:32 +0000 2018,0.811,0.063,0.126,"Sen. @LindseyGrahamSC on Dr. Ford: ""A nice lady who has come forward to tell a hard story that's uncorroborated, an… https://t.co/IBnTaKufJH",29
@FoxNews,-0.296,Thu Sep 27 18:25:04 +0000 2018,0.872,0.128,0.0,"Sen. @JohnCornyn on Dr. Ford: ""I found no reason to find her not credible."" https://t.co/005BvMqW3Y https://t.co/lFkAlQA0DU",30
@FoxNews,0.3612,Thu Sep 27 18:21:35 +0000 2018,0.884,0.0,0.116,"Sen. @ChuckGrassley to Dr. Ford on the conclusion of her testimony to the Senate Judiciary Committee: ""I thank you… https://t.co/OBFWMMtBGY",31
@FoxNews,0.743,Thu Sep 27 18:12:11 +0000 2018,0.672,0.0,0.328,"Sen. @KamalaHarris to Dr. Ford: ""I want to thank you for your courage and I want to tell you I believe you."" https://t.co/C5inSoi6wC",32
@FoxNews,-0.296,Thu Sep 27 18:02:49 +0000 2018,0.872,0.128,0.0,"JUST IN: Body believed to be missing North Carolina boy with autism found, FBI says https://t.co/eUx3YmDnfF",33
@FoxNews,0.0,Thu Sep 27 17:56:23 +0000 2018,1.0,0.0,0.0,"Trump not calling for FBI probe into Kavanaugh allegations is 'tantamount to a cover-up,' Dem senator says https://t.co/IaLmx6Vtbw",34
@FoxNews,0.3612,Thu Sep 27 17:42:08 +0000 2018,0.898,0.0,0.102,"Dr. Ford: “I was trying to get the information to you while there was still a list of other, what looked like, equa… https://t.co/kfTvnPuQfQ",35
@FoxNews,0.0,Thu Sep 27 17:37:41 +0000 2018,1.0,0.0,0.0,Judge Brett Kavanaugh and Dr. Christine Blasey Ford testify in front of the Senate Judiciary Committee on sexual mi… https://t.co/VzPulo5hYk,36
@FoxNews,-0.6908,Thu Sep 27 17:32:14 +0000 2018,0.711,0.289,0.0,"Kavanaugh confirmation vote should be delayed due to 'sickening' assault allegations, some GOP governors say https://t.co/BGL3lo09Ys",37
@FoxNews,-0.2732,Thu Sep 27 17:28:28 +0000 2018,0.792,0.208,0.0,Trump postpones meeting with Rosenstein to next week https://t.co/zwIYZqfhWh,38
@FoxNews,0.0,Thu Sep 27 16:53:22 +0000 2018,1.0,0.0,0.0,"Christine Blasey Ford, in Senate testimony, says she doesn’t know who paid for her polygraph test regarding sexual… https://t.co/xT2lxsFpzT",39
@FoxNews,-0.128,Thu Sep 27 16:50:17 +0000 2018,0.757,0.131,0.112,".@SenBlumenthal: “It’s up to the President of the United States and his failure to ask for an FBI investigation, in… https://t.co/ryO1LX74vS",40
@FoxNews,0.0,Thu Sep 27 16:41:10 +0000 2018,1.0,0.0,0.0,"Rachel Mitchell: “Did you ever give Senator Feinstein or anyone else the permission to release that letter?”

Dr. F… https://t.co/8bCtdZ9b1h",41
@FoxNews,-0.3182,Thu Sep 27 16:25:00 +0000 2018,0.593,0.252,0.156,Ford says she's '100 percent' certain Kavanaugh assaulted her https://t.co/rFal1g9ziJ,42
@FoxNews,-0.6249,Thu Sep 27 16:18:33 +0000 2018,0.745,0.255,0.0,Chris Wallace on Christine Blasey Ford Testimony: 'This Is a Disaster for Republicans' https://t.co/oFGt7hdClV,43
@FoxNews,-0.7906,Thu Sep 27 16:13:10 +0000 2018,0.696,0.304,0.0,"Juanita Broaddrick, the woman who accused former President Bill Clinton of raping her decades ago, slammed Democrat… https://t.co/vrPFN7oycb",44
@FoxNews,-0.1779,Thu Sep 27 16:07:17 +0000 2018,0.904,0.096,0.0,Former sex crimes prosecutor Rachel Mitchell questions Christine Blasey Ford about her anxiety and PTSD problems… https://t.co/ejSDvPxaUv,45
@FoxNews,-0.8442,Thu Sep 27 16:05:24 +0000 2018,0.524,0.476,0.0,"Christine Ford testifies Kavanaugh ‘sexually assaulted me,’ rejects mistaken identity theory https://t.co/yylwVIUd6E https://t.co/ixvjyrYqW7",46
@FoxNews,-0.8442,Thu Sep 27 15:57:45 +0000 2018,0.497,0.503,0.0,"Christine Ford testifies Kavanaugh ‘sexually assaulted me,’ rejects mistaken identity theory https://t.co/ecmtBhcUi0",47
@FoxNews,-0.3612,Thu Sep 27 15:55:41 +0000 2018,0.573,0.269,0.159,"Kavanaugh, Ford hearing live blog: Supreme Court nominee and professor testify on sexual assault accusations https://t.co/YlU3UYXWF6",48
@FoxNews,0.0,Thu Sep 27 15:48:19 +0000 2018,1.0,0.0,0.0,Judge Brett Kavanaugh and Dr. Christine Blasey Ford testify in front of the Senate Judiciary Committee on sexual mi… https://t.co/MSTXxHjh3M,49
@FoxNews,-0.34,Thu Sep 27 15:48:00 +0000 2018,0.748,0.159,0.093,".@SenatorDurbin: “Dr. Ford, with what degree of certainty do you believe Brett Kavanaugh assaulted you?”

Dr. Ford:… https://t.co/tbpC2Y3tDS",50
@FoxNews,-0.9246,Thu Sep 27 15:41:27 +0000 2018,0.472,0.528,0.0,".@SenatorDurbin: “No one should face harassment, death threats and disparaging comments by cheap shot politicians,… https://t.co/yHkwaihlO7",51
@FoxNews,0.7506,Thu Sep 27 15:26:59 +0000 2018,0.738,0.0,0.262,".@SenatorLeahy: “You sharing your story is going to have a lasting, positive impact on so many survivors in our cou… https://t.co/mzX5cH7LdS",52
@FoxNews,-0.5106,Thu Sep 27 15:25:22 +0000 2018,0.845,0.155,0.0,".@SenatorLeahy: “Chairman, you and I were both here 27 years ago. At that time the Senate failed Anita Hill.”… https://t.co/SUgdzgm7K1",53
@FoxNews,0.872,Thu Sep 27 15:20:27 +0000 2018,0.602,0.0,0.398,"Supporters of Supreme Court Justice nominee Brett Kavanaugh gathered and sang in Washington DC, ahead of testimonie… https://t.co/H0Ab0oFkiR",54
@FoxNews,-0.34,Thu Sep 27 15:16:59 +0000 2018,0.844,0.156,0.0,Grassley quotes Anita Hill-era Biden to shoot down call for new FBI probe https://t.co/Xfe6SV59DD,55
@FoxNews,0.5574,Thu Sep 27 15:09:51 +0000 2018,0.833,0.0,0.167,"Ford: “It is not my responsibility to determine whether Mr. Kavanaugh sits on the Supreme Court, my responsibility… https://t.co/KVkO5SP86L",56
@FoxNews,-0.296,Thu Sep 27 15:09:00 +0000 2018,0.909,0.091,0.0,Dr. Ford “I have been accused of acting out of partisan political motives. Those who say that do not know me. I am… https://t.co/mnbq0yQUkQ,57
@FoxNews,0.5859,Thu Sep 27 15:06:19 +0000 2018,0.78,0.0,0.22,Ford: “My hope was that providing the information confidentially would be sufficient to allow the Senate to conside… https://t.co/SD97p0pdr8,58
@FoxNews,-0.7845,Thu Sep 27 14:58:00 +0000 2018,0.734,0.266,0.0,Ford: “Brett’s assault on me drastically altered my life. For a very long time I was too afraid and ashamed to tell… https://t.co/yUdjh6lsYg,59
@FoxNews,0.3612,Thu Sep 27 14:55:38 +0000 2018,0.898,0.0,0.102,"Ford: “I don’t have all the answers, and I don’t remember as much as I would like to. But the details about that ni… https://t.co/Jtncxj6T0j",60
@FoxNews,-0.6395,Thu Sep 27 14:45:55 +0000 2018,0.784,0.216,0.0,Dr. Christine Blasey Ford: “I am here today not because I want to be. I am terrified. I am here because I believe i… https://t.co/qXBr8DwbQW,61
@FoxNews,0.0,Thu Sep 27 14:44:43 +0000 2018,1.0,0.0,0.0,RT @brookefoxnews: NEW per @MikeEmanuelFox -- a source familiar said the @senjudiciary spent hours investigating the two individuals who cl…,62
@FoxNews,0.4019,Thu Sep 27 14:37:59 +0000 2018,0.769,0.0,0.231,Second Kavanaugh accuser offers message of support for Ford https://t.co/1kYfao4m1G,63
@FoxNews,-0.296,Thu Sep 27 14:37:10 +0000 2018,0.879,0.121,0.0,".@SenFeinstein: “Despite repeated requests, President Trump and the Republicans have refused to take this routine s… https://t.co/NiYiC6Phi7",64
@FoxNews,-0.5859,Thu Sep 27 14:35:00 +0000 2018,0.826,0.174,0.0,".@SenFeinstein: “Too often women’s memories and credibility come under assault. In essence, they are put on trial a… https://t.co/NgtwQ2GCOU",65
@FoxNews,0.0,Thu Sep 27 14:26:47 +0000 2018,1.0,0.0,0.0,.@SenFeinstein: “I did receive a letter from Dr. Ford… I held it confidential up until a point where the witness wa… https://t.co/PFbMCh476i,66
@FoxNews,0.1779,Thu Sep 27 14:26:19 +0000 2018,0.746,0.109,0.144,.@ChuckGrassley: “I can think of no one better equipped to question the witnesses than Rachel Mitchell.”… https://t.co/iH8xmTJyPs,67
@FoxNews,0.3182,Thu Sep 27 14:21:06 +0000 2018,0.887,0.0,0.113,.@ChuckGrassley: “The FBI doesn’t perform any credibility assessments or verify the truth of any events in these ba… https://t.co/SBFUR8Wnp9,68
@FoxNews,0.743,Thu Sep 27 14:19:49 +0000 2018,0.622,0.079,0.299,Protesters gather outside the Supreme Court ahead of the Senate Judiciary Committee hearing from Supreme Court nomi… https://t.co/i42Ps6LqMx,69
@FoxNews,-0.4767,Thu Sep 27 14:08:40 +0000 2018,0.819,0.181,0.0,.@ChuckGrassley: “Both Dr. Ford and Judge Kavanaugh have been through a terrible couple of weeks.” https://t.co/7hFyO0b8Wd,70
@FoxNews,0.0,Thu Sep 27 14:03:37 +0000 2018,1.0,0.0,0.0,Judge Brett Kavanaugh and Dr. Christine Blasey Ford testify in front of the Senate Judiciary Committee on sexual mi… https://t.co/Gpdt9syuTE,71
@FoxNews,-0.34,Thu Sep 27 13:59:17 +0000 2018,0.821,0.179,0.0,Kavanaugh confirmation derailed by sexual misconduct allegations: A list of his accusers https://t.co/3abb1BtSp6,72
@FoxNews,-0.3612,Thu Sep 27 13:55:57 +0000 2018,0.508,0.31,0.183,LIVE BLOG: Supreme Court nominee and professor testify on sexual assault accusations https://t.co/YlU3UYXWF6,73
@FoxNews,0.0,Thu Sep 27 13:50:35 +0000 2018,1.0,0.0,0.0,"Who is Rachel Mitchell, the prosecutor hired to question Kavanaugh's accuser during Senate hearing? https://t.co/Bj9hQABQTX",74
@FoxNews,0.2263,Thu Sep 27 13:43:29 +0000 2018,0.678,0.0,0.322,Brett Kavanaugh's prepared statement https://t.co/ADcHie4BKD,75
