Account,Compound,Date,Negative,Neutral,Positive,Tweet,Tweets Ago
@FoxNews,0.2263,Thu Sep 27 13:42:59 +0000 2018,0.725,0.0,0.275,Christine Ford's full prepared remarks https://t.co/jn0ACyhESc,76
@FoxNews,0.0,Thu Sep 27 13:36:34 +0000 2018,1.0,0.0,0.0,Awaiting Kavanaugh Hearing https://t.co/abwpriQApD,77
@FoxNews,0.0,Thu Sep 27 13:29:19 +0000 2018,1.0,0.0,0.0,RT @FoxBusiness: America's GDP advances by 4.2% in 2Q https://t.co/Cw2zgXHVqR,78
@FoxNews,0.0,Thu Sep 27 13:29:08 +0000 2018,1.0,0.0,0.0,"RT @FoxBusiness: Weekly jobless claims rise to 214,000
https://t.co/cAwWUXdvQb",79
@FoxNews,0.5719,Thu Sep 27 13:17:09 +0000 2018,0.783,0.0,0.217,.@Jim_Jordan: “The single biggest promise we made the American people in 2016 was building the border security wall… https://t.co/UeVhyqaUKC,80
@FoxNews,0.1531,Thu Sep 27 13:00:00 +0000 2018,0.672,0.142,0.187,Texas AG supports school district in Pledge of Allegiance lawsuit https://t.co/H64BQVa9mj,81
@FoxNews,0.4404,Thu Sep 27 12:57:27 +0000 2018,0.868,0.0,0.132,.@Jim_Jordan: “I think the president’s right in not withdrawing his name. I hope he gets confirmed as soon as possi… https://t.co/xyjY2HECht,82
@FoxNews,0.3612,Thu Sep 27 12:53:00 +0000 2018,0.675,0.117,0.209,Hundreds of Liberty Univ. Students Head to DC to Counter Anti-Kavanaugh Protesters https://t.co/NxGM95nVg9,83
@FoxNews,0.0,Thu Sep 27 12:47:39 +0000 2018,1.0,0.0,0.0,.@KellyannePolls: “The president said yesterday he would prefer that the Deputy Attorney General stay on the job an… https://t.co/GtCIxJhlpn,84
@FoxNews,0.1531,Thu Sep 27 12:42:14 +0000 2018,0.699,0.161,0.14,".@KellyannePolls: “The president is tough. Judge Kavanaugh is tough, he wants to clear his name.” https://t.co/LZp7FRo0vp",85
@FoxNews,0.0,Thu Sep 27 12:36:27 +0000 2018,1.0,0.0,0.0,"Kid tying shoelace run over by car, walks away https://t.co/3KtfZDWKaW",86
@FoxNews,-0.4215,Thu Sep 27 12:10:00 +0000 2018,0.797,0.203,0.0,"If Kavanaugh nomination fails, here's who could be next in line - https://t.co/fTPeu2e5be",87
@FoxNews,0.4019,Thu Sep 27 12:00:00 +0000 2018,0.856,0.0,0.144,TODAY: @BretBaier and @marthamaccallum anchor special live coverage of the Brett Kavanaugh Senate hearing. Tune in… https://t.co/ef17qAqFBG,88
@FoxNews,0.0,Thu Sep 27 11:50:18 +0000 2018,1.0,0.0,0.0,"WikiLeaks names new editor-in-chief, replacing Julian Assange https://t.co/SfuXmklnhF",89
@FoxNews,-0.25,Thu Sep 27 11:37:53 +0000 2018,0.905,0.095,0.0,.@MarshaBlackburn: “Every woman deserves to be heard and women should be heard when they have an accusation and Dr.… https://t.co/VaRqHkh7WN,90
@FoxNews,-0.6369,Thu Sep 27 11:32:49 +0000 2018,0.756,0.244,0.0,Democratic Rep. Ellison to ask House Ethics Committee to investigate abuse allegations https://t.co/pwP6pnI3og https://t.co/hHK0IkphwT,91
@FoxNews,-0.7845,Thu Sep 27 11:19:44 +0000 2018,0.653,0.347,0.0,"Navy veteran, 66, with terminal cancer holds yard sales to raise money for funeral https://t.co/RtQq9OkgXE",92
@FoxNews,-0.5106,Thu Sep 27 11:06:12 +0000 2018,0.809,0.191,0.0,"Bill Cosby will have access to TV and email while behind bars, prison says https://t.co/cDA43BMQvn",93
@FoxNews,0.0,Thu Sep 27 10:59:57 +0000 2018,1.0,0.0,0.0,"Tom Kane: “These allegations are false, that’s not the man I knew.” https://t.co/QNlzviLIn7",94
@FoxNews,0.4019,Thu Sep 27 10:33:09 +0000 2018,0.838,0.0,0.162,"Maura Kane: “The second I read her description of the parties, I knew it was false.” https://t.co/t3Sz883iAH",95
@FoxNews,0.4019,Thu Sep 27 10:26:50 +0000 2018,0.69,0.0,0.31,House Approves Bill Regulating Airline Seats https://t.co/rwTQJBggFB,96
@FoxNews,0.4767,Thu Sep 27 10:20:58 +0000 2018,0.763,0.0,0.237,Ginsburg cheers on #MeToo movement in advance of Kavanaugh-Ford hearing https://t.co/mCfvizyLQE,97
@FoxNews,0.0,Thu Sep 27 10:11:18 +0000 2018,1.0,0.0,0.0,.@CarleyShimkus is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/yTv1V0YWgS,98
@FoxNews,0.0,Thu Sep 27 09:59:00 +0000 2018,1.0,0.0,0.0,".@Apple Store robberies continue in Bay Area, with 9 stores hit this month https://t.co/fiPyPJXQfN",99
@FoxNews,-0.5267,Thu Sep 27 09:53:00 +0000 2018,0.825,0.175,0.0,"Brett Velicovich: “It’s sickening to see this country out there exporting terrorism…The Iranians, really, they dese… https://t.co/QQpKyWwZUf",100
@nytimes,0.7003,Thu Sep 27 21:30:10 +0000 2018,0.746,0.0,0.254,"Chicken francese, sometimes called chicken French, is one of those rare restaurant dishes that's truly easy to cook… https://t.co/E6h0xyd2wO",1
@nytimes,0.0,Thu Sep 27 21:15:02 +0000 2018,1.0,0.0,0.0,"In a music video, a French rapper declared “hang the whites.” Now the Paris prosecutor’s office is opening an inves… https://t.co/USo9fFbKzL",2
@nytimes,-0.2263,Thu Sep 27 21:15:00 +0000 2018,0.83,0.105,0.066,Watch Lindsey Graham's fiery defense of Brett Kavanaugh after Richard Durbin urged the nominee to call for an FBI i… https://t.co/dN9bRDwDxD,3
@nytimes,-0.5994,Thu Sep 27 21:13:56 +0000 2018,0.766,0.234,0.0,"RT @SherylNYT: Klobuchar: ""I have no drinking problem, Judge.""

Kavanaugh: ""Nor do I.""

Our live updates here: https://t.co/YMzJ47giSO",4
@nytimes,-0.4215,Thu Sep 27 21:12:02 +0000 2018,0.798,0.202,0.0,Questioning grew fiery when Senator Richard Durbin pressed Brett Kavanaugh to ask for an FBI inquiry… https://t.co/smMDEuyzlJ,5
@nytimes,0.0,Thu Sep 27 21:00:04 +0000 2018,1.0,0.0,0.0,"At a time of rampant income inequality, stifling social roles for women and church-mandated morality, Voltairine de… https://t.co/tg6fnPVv5T",6
@nytimes,0.0,Thu Sep 27 20:45:09 +0000 2018,1.0,0.0,0.0,"RT @CoralMDavenport: EPA plans to dissolve its Office of Science Advisor, which counsels the EPA chief on the science underpinning health &amp;…",7
@nytimes,0.4168,Thu Sep 27 20:45:06 +0000 2018,0.878,0.0,0.122,"In saying that he couldn't have sexually assaulted Dr. Blasey, Brett Kavanaugh said he was out of town nearly every… https://t.co/fMxRugbqDC",8
@nytimes,0.0,Thu Sep 27 20:40:06 +0000 2018,1.0,0.0,0.0,Mark Judge’s name kept coming up during the Senate Judiciary Committee hearing with Dr. Christine Blasey Ford. Here… https://t.co/Ks5C3ufGVp,9
@nytimes,0.0,Thu Sep 27 20:39:50 +0000 2018,1.0,0.0,0.0,Breaking News: Elon Musk was sued by the SEC over a tweet about taking Tesla private. The agency wants to bar him f… https://t.co/174i8jCDgb,10
@nytimes,0.0,Thu Sep 27 20:30:02 +0000 2018,1.0,0.0,0.0,"In Opinion

Contributing Op-Ed writer @karaswisher writes, ""Kevin Systrom, a founder of Instagram, wasn’t a 'team p… https://t.co/xuRXRKCbVF",11
@nytimes,0.0,Thu Sep 27 20:22:09 +0000 2018,1.0,0.0,0.0,"In his yearbook, Brett Kavanaugh and others called themselves ""Renate Alumni."" The woman they were referring to tol… https://t.co/94JmZa2VD7",12
@nytimes,0.4404,Thu Sep 27 20:20:07 +0000 2018,0.822,0.0,0.178,"The facts of Dr. Christine Blasey Ford's story are already well known, but hearing her detail them was compelling https://t.co/GhkN4O2Z6I",13
@nytimes,0.5719,Thu Sep 27 20:16:14 +0000 2018,0.81,0.0,0.19,"RT @SherylNYT: Kavanaugh: “The Swetnick thing is a joke, that is a farce.""
Feinstein: “Would you like to say more about it?
Kavanaugh, soun…",14
@nytimes,-0.8555,Thu Sep 27 20:10:05 +0000 2018,0.615,0.385,0.0,The police in Slovakia arrested 8 people suspected of being connected to the killing of a young investigative journ… https://t.co/f0VvauHkVY,15
@nytimes,-0.3612,Thu Sep 27 20:05:53 +0000 2018,0.894,0.106,0.0,"RT @peterbakernyt: The parallel with the Clinton deposition in the Jones case, when the lawyers gave him a definition of sex, is eerie.",16
@nytimes,0.0,Thu Sep 27 20:03:15 +0000 2018,1.0,0.0,0.0,"In stark contrast to his subdued appearance earlier this week on Fox News, Brett Kavanaugh was sharp and emotional… https://t.co/C2DyAcoRFu",17
@nytimes,0.0,Thu Sep 27 20:00:07 +0000 2018,1.0,0.0,0.0,"Ana Mendieta’s art often pushed ethnic, sexual, moral, religious and political boundaries. But her stature as an ar… https://t.co/Jrr3KYKZuW",18
@nytimes,-0.4404,Thu Sep 27 19:55:21 +0000 2018,0.873,0.127,0.0,"Brett Kavanaugh condemned Democrats who he said had searched for reasons to sink him weeks before, only to turn to… https://t.co/GbDkZo6swj",19
@nytimes,-0.25,Thu Sep 27 19:50:16 +0000 2018,0.9,0.1,0.0,"RT @peterbakernyt: Kavanaugh: ""You may defeat me in the final vote but you’ll never get me to quit. Never.""",20
@nytimes,-0.4215,Thu Sep 27 19:50:03 +0000 2018,0.756,0.16,0.084,Americans had their first chance to see Dr. Christine Blasey Ford testify about the alleged assault by Judge Brett… https://t.co/Uol1nB8HXV,21
@nytimes,-0.0772,Thu Sep 27 19:48:41 +0000 2018,0.773,0.12,0.107,"As Brett Kavanaugh recounted his daughters praying last night for Dr. Christine Blasey Ford, he broke down in tears… https://t.co/FyEMOusEYm",22
@nytimes,0.2023,Thu Sep 27 19:45:04 +0000 2018,0.924,0.0,0.076,"RT @SherylNYT: Christine Blasey Ford's GoFundMe is already on the site's list of top fundraisers. It says she has raised nearly $350,000 so…",23
@nytimes,-0.1779,Thu Sep 27 19:40:09 +0000 2018,0.735,0.147,0.118,"Merle Debuskey, a renowned press agent who was an influential force on and off Broadway for decades, died on Tuesda… https://t.co/RJ8iOtjMPD",24
@nytimes,0.2263,Thu Sep 27 19:33:13 +0000 2018,0.863,0.0,0.137,"RT @adamliptak: Kavanaugh: ""You have replaced advice and consent with search and destroy.""",25
@nytimes,-0.5719,Thu Sep 27 19:30:44 +0000 2018,0.821,0.179,0.0,"Watch live: “My family and my name have been totally and permanently destroyed,” a visibly furious Brett Kavanaugh… https://t.co/1TYQLMmr6C",26
@nytimes,0.25,Thu Sep 27 19:25:05 +0000 2018,0.913,0.0,0.087,"The EPA plans to dissolve its Office of the Science Advisor, a senior post that was created to counsel the EPA admi… https://t.co/QOs1Y73bQ8",27
@nytimes,0.0,Thu Sep 27 19:25:03 +0000 2018,1.0,0.0,0.0,"At the #nytnewrules summit, 

Candidates @PearlKimPA of Pennsylvania and @RashidaTlaib of Michigan are discussing w… https://t.co/3ZfhvDxkzu",28
@nytimes,-0.5956,Thu Sep 27 19:14:53 +0000 2018,0.795,0.205,0.0,"RT @npfandos: A very, very angry Kavanaugh in his opener: ""This confirmation process has become a national disgrace.""",29
@nytimes,-0.5859,Thu Sep 27 19:12:04 +0000 2018,0.808,0.192,0.0,Breaking News: Live video: Brett Kavanaugh is responding to sexual assault allegations described in dramatic testim… https://t.co/m7a824A2Zu,30
@nytimes,0.0,Thu Sep 27 19:10:05 +0000 2018,1.0,0.0,0.0,"In Opinion

Op-Ed columnist @FrankBruni writes of Dr. Christine Blasey Ford's testimony, ""She came across as both p… https://t.co/Vrc4M6KQyT",31
@nytimes,0.0,Thu Sep 27 18:55:06 +0000 2018,1.0,0.0,0.0,"For 12 days, Dr. Blasey was an idea rather than a person, sight unseen. But on Thursday, she became very real, tell… https://t.co/EOmlYp7oNE",32
@nytimes,-0.6159,Thu Sep 27 18:40:04 +0000 2018,0.799,0.201,0.0,"After 45 years, more than 1,000 fights and some of the most lucrative and controversial matches of all time, HBO is… https://t.co/fn8wGBdu4y",33
@nytimes,0.0305,Thu Sep 27 18:39:16 +0000 2018,0.853,0.07,0.076,RT @peterbakernyt: Mitchell finishes the Republican side’s questioning of Christine Blasey Ford without shaking her account or even meaning…,34
@nytimes,0.0,Thu Sep 27 18:31:17 +0000 2018,1.0,0.0,0.0,Dr. Christine Blasey Ford’s testimony has ended.The Senate Judiciary Committee will reconvene to hear Judge Brett K… https://t.co/duR4AGG0vX,35
@nytimes,-0.6908,Thu Sep 27 18:29:22 +0000 2018,0.759,0.241,0.0,RT @peterbakernyt: Christine Blasey Ford's harrowing account of a sexual assault brought some women to tears and sent shudders through the…,36
@nytimes,0.4019,Thu Sep 27 18:15:03 +0000 2018,0.786,0.07,0.144,"Bill Cosby's sentencing is a #MeToo moment cheered by many women. But at the very same moment, another milestone of… https://t.co/K8tdvKMan2",37
@nytimes,-0.2263,Thu Sep 27 18:10:58 +0000 2018,0.899,0.101,0.0,Update: Trump’s meeting with Rosenstein has been delayed until next week. “The president spoke with Rod Rosenstein… https://t.co/LEVXWLluNh,38
@nytimes,0.0,Thu Sep 27 18:08:05 +0000 2018,1.0,0.0,0.0,"Live at the #nytnewrules summit:

Journalists @emilybazelon @BretStephensNYT @mega2e @emilysteel @carolynryan are d… https://t.co/zv6ZDvj7rO",39
@nytimes,-0.128,Thu Sep 27 18:00:43 +0000 2018,0.751,0.134,0.115,"Senator Lindsay Graham delivered a threat to Democrats: “If this is the new norm, you better watch out for your nom… https://t.co/9MfAby2QB3",40
@nytimes,-0.5574,Thu Sep 27 18:00:09 +0000 2018,0.825,0.175,0.0,“My only sin is the extrajudicial killings.” President Duterte said for the first time that extrajudicial killings… https://t.co/6bW4YvshSm,41
@nytimes,0.7184,Thu Sep 27 17:58:51 +0000 2018,0.76,0.0,0.24,RT @mccanner: Senator Cory Booker just introduced a letter from the Mormon Women for Ethical Government in favor of investigating the Kavan…,42
@nytimes,-0.2023,Thu Sep 27 17:53:54 +0000 2018,0.904,0.096,0.0,"Julie Swetnick, the third woman to accuse Judge Kavanaugh of sexual misconduct restated, through her lawyer Michael… https://t.co/Eqv2ZYz4qz",43
@nytimes,0.0,Thu Sep 27 17:46:28 +0000 2018,1.0,0.0,0.0,"During the lunch break, Senator Orrin Hatch said of Dr. Blasey to reporters, “I don’t think she’s uncredible. I thi… https://t.co/TSI9FWDlKi",44
@nytimes,-0.3182,Thu Sep 27 17:45:03 +0000 2018,0.897,0.103,0.0,"RT @dagnysalas: Your one place for @nytimes links on Brett Kavanaugh, Christine Blasey Ford, the other accusations, the fallout, Anita Hill…",45
@nytimes,-0.4215,Thu Sep 27 17:45:03 +0000 2018,0.82,0.127,0.053,"On her show, Samantha Bee slammed Brett Kavanaugh’s defenders: “No one’s life is ruined if they don’t get to be on… https://t.co/fEBJ12iOjR",46
@nytimes,0.0,Thu Sep 27 17:42:12 +0000 2018,1.0,0.0,0.0,Senator Mazie Hirono of Hawaii has made national headlines in the last week with her blunt comments about the treat… https://t.co/n1PAKJWAiW,47
@nytimes,-0.1027,Thu Sep 27 17:39:22 +0000 2018,0.909,0.091,0.0,The Senate Judiciary Committee has reconvened for further questioning of Dr. Christine Blasey Ford https://t.co/9OBVg7sD11,48
@nytimes,0.6597,Thu Sep 27 17:36:29 +0000 2018,0.779,0.0,0.221,Dr. Christine Blasey’s Ford's testimony inspired at least one woman to call into C-SPAN3 to share their own story o… https://t.co/0yc6m930Pb,49
@nytimes,0.0,Thu Sep 27 17:30:08 +0000 2018,1.0,0.0,0.0,"On Friday, Google’s chief executive Sundar Pichai will meet with the Republican House majority leader and more than… https://t.co/6e4LrPUlCd",50
@nytimes,-0.1779,Thu Sep 27 17:26:56 +0000 2018,0.914,0.086,0.0,"With Republicans deferring to Rachel Mitchell, Democrats used their time to make broad political points about the i… https://t.co/Kxan2cYYHZ",51
@nytimes,0.3182,Thu Sep 27 17:15:05 +0000 2018,0.897,0.0,0.103,"“His Favorites,” a new novel by Kate Walbert, is primed to be a major work for the #MeToo movement. But rather than… https://t.co/5Cf10qkmFd",52
@nytimes,-0.0772,Thu Sep 27 17:00:02 +0000 2018,0.813,0.1,0.086,"In 2017, top executives in Nike’s sports marketing group were about to cut Colin Kaepernick from Nike’s sponsorship… https://t.co/5RCQlJ3jqT",53
@nytimes,0.0772,Thu Sep 27 16:51:05 +0000 2018,0.929,0.0,0.071,"Senator Chris Coons asked Dr. Christine Blasey Ford's reaction to the ""excuse that boys will be boys""… https://t.co/bQeihPMmNL",54
@nytimes,0.0,Thu Sep 27 16:45:09 +0000 2018,1.0,0.0,0.0,How Americans across the U.S. are reacting to Dr. Christine Blasey Ford's testimony https://t.co/gFPzBazNQ0,55
@nytimes,0.0,Thu Sep 27 16:31:16 +0000 2018,1.0,0.0,0.0,"For a group of women watching the hearings in Maine — the home state of Senator Susan Collins, whose vote will be p… https://t.co/kjvoN8ZYQq",56
@nytimes,0.0,Thu Sep 27 16:30:06 +0000 2018,1.0,0.0,0.0,New York City is the latest place to offer gender-neutral birth certificates. But with federal agencies that admini… https://t.co/jp8snJDBhz,57
@nytimes,-0.1531,Thu Sep 27 16:22:24 +0000 2018,0.775,0.124,0.101,"Dr. Christine Blasey Ford, who has made her fear of flying clear, said that taking a polygraph test was almost as a… https://t.co/WoX4Wb4JgP",58
@nytimes,-0.6249,Thu Sep 27 16:15:04 +0000 2018,0.638,0.268,0.094,"In May, 5 former Redskins cheerleaders spoke anonymously to the Times about sexual harassment and intimidation on t… https://t.co/stfPInVrCc",59
@nytimes,-0.6249,Thu Sep 27 16:00:57 +0000 2018,0.658,0.255,0.086,"Dr. Christine Blasey Ford said she was “100%” certain Brett Kavanaugh was her attacker, rebutting a GOP argument ab… https://t.co/ggly2iUmXP",60
@nytimes,0.0,Thu Sep 27 16:00:06 +0000 2018,1.0,0.0,0.0,"President Trump called a paid China Daily insert in an Iowa newspaper ""propaganda."" Chinese officials said the adve… https://t.co/Ct75uLuCMm",61
@nytimes,-0.4767,Thu Sep 27 15:52:40 +0000 2018,0.86,0.14,0.0,"At the #nytnewrules summit

Cecile Richards on the Kavanaugh hearing: ""It's one thing for our president to attack w… https://t.co/RsRo83hGCE",62
@nytimes,-0.1027,Thu Sep 27 15:52:13 +0000 2018,0.931,0.069,0.0,"As the questioning got underway, the GOP choice to turn over questions to Rachel Mitchell appeared cumbersome, as i… https://t.co/mLkbMFh3R1",63
@nytimes,-0.7964,Thu Sep 27 15:45:03 +0000 2018,0.717,0.283,0.0,"For the first time, a man has been fined under a new French law making verbal sexual harassment illegal. A court fi… https://t.co/qEuwzYnTmR",64
@nytimes,0.0,Thu Sep 27 15:44:48 +0000 2018,1.0,0.0,0.0,"RT @SherylNYT: .@ChuckGrassley , asked if he finds Christine Blasey Ford credible: “Let me suggest this. I know that we’ve got to take what…",65
@nytimes,0.0,Thu Sep 27 15:40:26 +0000 2018,1.0,0.0,0.0,"As other senators sought to clarify Dr. Christine Blasey Ford’s memory, Senator Richard Durbin took the question he… https://t.co/e7oWATe4nG",66
@nytimes,-0.1027,Thu Sep 27 15:38:03 +0000 2018,0.928,0.072,0.0,"RT @SherylNYT: Here is the map of Kavanaugh’s neighborhood that Ms. Mitchell, the GOP questioner, introduced in questioning. https://t.co/U…",67
@nytimes,0.4404,Thu Sep 27 15:32:57 +0000 2018,0.868,0.0,0.132,"Senator Patrick Leahy asked Dr. Christine Blasey Ford the strongest memory she had of the incident. 

She said, ""Th… https://t.co/JitZmd16f5",68
@nytimes,0.0,Thu Sep 27 15:30:11 +0000 2018,1.0,0.0,0.0,"As many as 40,000 workers at the three big airports that serve New York City are on a path to earning at least $19… https://t.co/SAsTzJRudu",69
@nytimes,0.0,Thu Sep 27 15:21:16 +0000 2018,1.0,0.0,0.0,"Republicans have relinquished their 5-minute question periods to a veteran prosecutor, Rachel Mitchell, though also… https://t.co/MY5sUpw9kZ",70
@nytimes,-0.8074,Thu Sep 27 15:15:06 +0000 2018,0.711,0.289,0.0,"4 years after the killing of Melissa Millan, who was stabbed while jogging, a man walked into his pastors’ home and… https://t.co/ETFdYrS1Yq",71
@nytimes,-0.8176,Thu Sep 27 15:07:57 +0000 2018,0.691,0.309,0.0,"""It was hard for me to breathe, and I thought that Brett was accidentally going to kill me,"" Blasey Ford told senat… https://t.co/wueEJ16GQ0",72
@nytimes,0.0,Thu Sep 27 15:00:20 +0000 2018,1.0,0.0,0.0,Bill Cosby is now occupying a single 7-by-13-foot cell with a 10-foot ceiling https://t.co/VjOFEQ7jhu,73
@nytimes,0.0258,Thu Sep 27 14:57:59 +0000 2018,0.85,0.072,0.077,"Dr. Christine Blasey Ford delivered her opening statement, at times through tears, at times resolute — but always w… https://t.co/Vaa9nsYJWn",74
@nytimes,-0.296,Thu Sep 27 14:55:18 +0000 2018,0.885,0.115,0.0,Watch the contentious moment between Senators Dianne Feinstein and Charles Grassley at the beginning of the hearing… https://t.co/kuTZYpKTXU,75
@nytimes,0.0,Thu Sep 27 14:50:07 +0000 2018,1.0,0.0,0.0,"RT @mccanner: We talked this week with Senator John Kennedy, one of the Republican members of the Judiciary Committee, about what he's thin…",76
@nytimes,-0.2263,Thu Sep 27 14:45:03 +0000 2018,0.909,0.091,0.0,The White House hinted that a meeting between President Trump and Rod Rosenstein could be delayed a few hours or re… https://t.co/HKgORJwcp3,77
@nytimes,0.1513,Thu Sep 27 14:44:05 +0000 2018,0.914,0.0,0.086,RT @amyvirshup: Yale Law School is experiencing an unusually intense bout of existential hand-wringing over Kavanaugh nomination. @davidwch…,78
@nytimes,0.2263,Thu Sep 27 14:43:44 +0000 2018,0.872,0.0,0.128,"Read Dr. Christine Blasey Ford's prepared statement, as released by the Judiciary Committee https://t.co/kWlhFfRlHn",79
@nytimes,0.0,Thu Sep 27 14:35:59 +0000 2018,1.0,0.0,0.0,"RT @SherylNYT: Dianne Feinstein: “This is not a trial, Dr. Ford, if it’s a job interview for Judge Kavanaugh. Is Brett Kavanaugh  who we wa…",80
@nytimes,-0.4939,Thu Sep 27 14:32:00 +0000 2018,0.856,0.144,0.0,"RT @kbennhold: A year ago Erdogan called Germany's government ""enemies of Turkey."" This week he's being treated to a full-blown state visit…",81
@nytimes,0.0,Thu Sep 27 14:22:47 +0000 2018,1.0,0.0,0.0,"RT @SherylNYT: The view from the back of the room as Dr. Christine Blasey Ford faces the Senate Judiciary Committee, making her first publi…",82
@nytimes,0.0,Thu Sep 27 14:15:39 +0000 2018,1.0,0.0,0.0,"In the minutes before Dr. Christine Blasey Ford arrived on Capitol Hill, Deborah Ramirez, another of Judge Brett Ka… https://t.co/R7csxDgVXx",83
@nytimes,0.0,Thu Sep 27 14:15:06 +0000 2018,1.0,0.0,0.0,Mark Judge’s online persona: Selfie videos and filming young women https://t.co/ua1JOlMQXT,84
@nytimes,-0.5859,Thu Sep 27 14:04:40 +0000 2018,0.826,0.174,0.0,Breaking News: Live video: Watch Christine Blasey Ford testify about her sexual assault claim against Judge Brett K… https://t.co/2LizqETtZM,85
@nytimes,0.4404,Thu Sep 27 14:04:22 +0000 2018,0.879,0.0,0.121,RT @SherylNYT: Kavanaugh supporters rally on Capitol Hill. Police dog can be heard barking in the background. Watch @nytimes for live cover…,86
@nytimes,0.296,Thu Sep 27 14:00:07 +0000 2018,0.752,0.097,0.15,Judges Clarence Thomas and Brett Kavanaugh were accused of sexual misconduct. Justice Thomas now sits on the bench… https://t.co/A2RdenlTQX,87
@nytimes,0.0,Thu Sep 27 13:55:49 +0000 2018,1.0,0.0,0.0,RT @SherylNYT: Kavanaugh opponents march on Capitol Hill. “Kava-no!” they are chanting. Watch @nytimes for live updates from today’ hearing…,88
@nytimes,-0.5267,Thu Sep 27 13:45:05 +0000 2018,0.804,0.196,0.0,"President Trump accused China of interfering in the midterm elections, but offered no evidence of how China might b… https://t.co/8Wx1jVe3rg",89
@nytimes,-0.5267,Thu Sep 27 13:30:16 +0000 2018,0.861,0.139,0.0,RT @mikiebarb: On today's daily: Why Republicans are framing today's hearing as a criminal trial and Democrats are treating it as job inter…,90
@nytimes,0.0,Thu Sep 27 13:21:08 +0000 2018,1.0,0.0,0.0,RT @SherylNYT: Here’s your guide for today’s Kavanaugh hearings. I’ll be in the room. Watch for news and analysis from @nytimes live briefi…,91
@nytimes,0.2263,Thu Sep 27 13:14:06 +0000 2018,0.787,0.0,0.213,Read Dr. Christine Blasey Ford's prepared statement https://t.co/7TN59g1R7B,92
@nytimes,0.0,Thu Sep 27 13:12:44 +0000 2018,1.0,0.0,0.0,"Stacy Brown-Philpot of @taskrabbit, Belinda Johnson of @Airbnb, and @aileenlee of @CowboyVC are disrupting Silicon… https://t.co/dwIABVnlL6",93
@nytimes,0.0,Thu Sep 27 13:00:18 +0000 2018,1.0,0.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/hzoUgH5GjF https://t.co/Ke8dPzUXuO,94
@nytimes,0.296,Thu Sep 27 12:45:05 +0000 2018,0.891,0.0,0.109,RT @JulietMacur: Two former Washington Redskins cheerleaders couldn’t bear to remain silent anymore after speaking anonymously to the @nyti…,95
@nytimes,-0.6369,Thu Sep 27 12:31:07 +0000 2018,0.811,0.189,0.0,"Rachel Mitchell has a long record as an evenhanded prosecutor of sex and domestic abuse cases, though some Arizonan… https://t.co/gUpsQQcaLu",96
@nytimes,0.0,Thu Sep 27 12:15:02 +0000 2018,1.0,0.0,0.0,"It was a ""moment of yuck,"" the kayaker said https://t.co/om7zrHSINs",97
@nytimes,0.0,Thu Sep 27 12:00:08 +0000 2018,1.0,0.0,0.0,"Your daily @DealBook Briefing:

• Founders may think twice about selling to Facebook. 

• SoftBank's founder has th… https://t.co/LO93gtGsmL",98
@nytimes,0.8614,Thu Sep 27 11:45:06 +0000 2018,0.602,0.076,0.322,RT @taffyakner: Turns out the celebrity profile is *not* dead but some people very much wish it were. Please enjoy my story about Bradley C…,99
@nytimes,0.0,Thu Sep 27 11:29:05 +0000 2018,1.0,0.0,0.0,"""I am here because I believe it is my civic duty to tell you what happened to me while Brett Kavanaugh and I were i… https://t.co/hypk81OTZ0",100
